name,author,narrator,time,releasedate,language,stars,price,ratings
Verso casa,SusannaTamaro,CarlottaViscovo,124,2021-11-25,italian,0.0,190.0,0.0
Romanzo di vita vera,LianaOrfei,SilvanaFantini,794,2021-11-19,italian,0.0,766.0,0.0
Dorothy L. Sayers,ColinDuriez,SimonVance,329,2021-11-16,English,0.0,656.0,0.0
"Bernard Tapie, Leçons de vie, de mort et d'amour",Franz-OlivierGiesbert,FrançoisHatt,453,2021-11-18,french,0.0,794.0,0.0
H. P. Lovecraft. El caminante de Providence,RobertoGarcíaÁlvarez,GermánGijón,1243,2021-11-16,spanish,0.0,345.0,0.0
Journal of a Novel,JohnSteinbeck,JonathanDavis,533,2021-11-16,English,0.0,879.0,0.0
Ingrid Bergman,MarineBaron,MarineBaron,323,2021-12-23,french,0.0,452.0,0.0
Zwischen Idylle und Abgrund,EvaChristinaZeller,"UrsulaIllert,EvaGarg,UlrikeBarthruff",28,2022-04-01,german,0.0,99.0,0.0
"Mein Weg oder Fall, aber steh wieder auf",BiancaBalzer,BiancaBalzer,97,2021-12-11,german,0.0,334.0,0.0
Goethe & Schiller - Briefwechsel,"JohannWolfgangvonGoethe,FriedrichSchiller","WillQuadflieg,GertWestphal",129,2021-11-11,german,0.0,367.0,0.0
Am Ende kackt die Ente,FrankBuschmann,FrankBuschmann,267,2021-10-11,german,0.0,233.0,0.0
Martes con mi viejo profesor [Tuesdays with Morrie],MitchAlbom,MiguelÁngelMitchÁlvarez,272,2019-12-17,spanish,0.0,537.0,0.0
The Autobiography of Upton Sinclair,UptonSinclair,PeterLerman,833,2022-01-21,English,0.0,861.0,0.0
The Inconvenient Journalist,"DuskoDoder,LouiseBranson",JulianElfer,563,2022-01-18,English,0.0,703.0,0.0
Diario di scuola,DanielPennac,GiuseppeBattiston,367,2022-01-13,italian,0.0,344.0,0.0
Smile,SarahRuhl,SarahRuhl,388,2022-01-20,English,0.0,888.0,0.0
The Literature Book,DK,KatherinePress,920,2019-12-19,English,0.0,1093.0,0.0
In Search of the Color Purple,SalamishahTillet,AdenreleOjo,385,2021-12-01,English,0.0,1172.0,0.0
The Science of Middle-Earth,"RolandLehoucq,LoïcMangin,Jean-SébastienSteyer",RalphLister,816,2021-06-04,English,0.0,703.0,0.0
Beautiful Shadow,AndrewWilson,LaurelLefkow,1314,2021-03-18,English,0.0,835.0,0.0
The Man with the Golden Typewriter,"IanFleming,FergusFleming",JulianRhind-Tutt,791,2015-03-11,English,0.0,721.0,0.0
Incidental Inventions,ElenaFerrante,HillaryHuber,186,2020-01-28,English,0.0,585.0,0.0
Ian Fleming,AndrewLycett,RobertWhitfield,1306,2000-04-14,English,0.0,1171.0,0.0
A Small Place,JamaicaKincaid,RobinMiles,108,2016-10-25,English,5.0,333.0,4.0
Hvad jeg ved med sikkerhed,OprahWinfrey,MaryannFayLertoft,216,2021-05-27,danish,0.0,267.0,0.0
One Long River of Song,"BrianDoyle,DavidJamesDuncan-foreword","GeorgeNewbern,MaryDoyle,LiamDoyle,",443,2020-11-19,English,0.0,500.0,0.0
Who Is Elmyr?,MaxHorberry,MaxHorberry,177,2021-05-13,English,4.0,501.0,1.0
The Life & Times of the Thunderbolt Kid,BillBryson,BillBryson,447,2006-08-30,English,4.5,580.0,3.0
Onder mijn huid,"KateHolden,TitiaRam",SusanMuskee,630,2021-10-11,dutch,0.0,267.0,0.0
Bookmarked,MarkScarbrough,MarkScarbrough,637,2021-09-11,English,0.0,586.0,0.0
Store Kongensgade 23,SørenUlrikThomsen,NielsSkousen,136,2021-10-26,danish,0.0,468.0,0.0
Søndags Smil,JaneAamund,MaryannFayLertoft,307,2021-10-26,danish,0.0,267.0,0.0
Glück ist kein Ort,JuanMoreno,OliverErwinSchönfeld,503,2021-10-22,german,0.0,703.0,0.0
A Chain of Hands,CarolRyrieBrink,"EmilyEiden,NoraHunter,SusanC.Hunter,",413,2021-10-20,English,0.0,352.0,0.0
1000 Jahre Freud und Leid,"AiWeiwei,NorbertJuraschitz-Übersetzer,ElkeLink-Übersetzer",StefanWilkening,866,2021-02-11,german,0.0,870.0,0.0
La familia grande,"CamilleKouchner,PalmiraFeixas-traductor",PastoraVega,303,2021-10-18,spanish,0.0,844.0,0.0
L'Esilio di Van Gogh,FilippoRuggieri,FilippoRuggieri,24,2021-10-14,italian,0.0,36.0,0.0
Von Zwanzig bis Dreißig,TheodorFontane,KurtBöwe,410,2021-12-10,german,0.0,233.0,0.0
Briefwechsel I + II,"GertrudSchleef,EinarSchleef","JuttaHoffmann,ThomasThieme",288,2021-12-10,german,0.0,233.0,0.0
Now Comes Good Sailing,AndrewBlauner,"WilliamHope,BarbaraBarnes,KaliswaBrewster,",739,2021-10-19,English,0.0,585.0,0.0
The Harlan Ellison Hornbook and Other Works,HarlanEllison,"LuisMoreno,MiaBarron",1138,2021-12-10,English,0.0,1172.0,0.0
Sotto il tuo passo nascono fiori,"PietrangeloButtafuoco,FrancescoBocca",AlessandroPala,226,2021-10-26,italian,0.0,190.0,0.0
Unearthing The Secret Garden,MartaMcDowell,JaneCopland,207,2021-12-10,English,0.0,421.0,0.0
Not Just a Piece of Cake,HazelEdwardsOAM,ErinMarieWhite,346,2021-08-10,English,0.0,305.0,0.0
Liebe in Zeiten des Hasses,FlorianIllies,StephanSchad,818,2021-10-27,german,0.0,669.0,0.0
A Bloody Good Rant,ThomasKeneally,JimDaly,889,2021-01-11,English,0.0,645.0,0.0
Enough About Me,JenOshman,JenOshman,213,2021-11-10,English,0.0,351.0,0.0
Gabriele D'Annunzio,BorisBertolini,Librinpillole,80,2021-09-21,italian,0.0,113.0,0.0
Tony Hillerman,JamesMcGrathMorris,GeorgeGuidall,650,2021-10-14,English,0.0,938.0,0.0
Los monstruos de Villa Diodati,RicardRuizGarzón,CarlosHipólito,286,2021-09-15,spanish,0.0,268.0,0.0
An Illuminated Life,HeidiArdizzone,RobinMiles,1328,2021-10-26,English,0.0,1507.0,0.0
Cuando todo se derrumba,AgusMorales,JuanMagraner,415,2021-09-22,spanish,0.0,307.0,0.0
Una vida subterránea,LauraFreixasRevuelta,MaríaJoséChabrera,563,2021-09-14,spanish,0.0,307.0,0.0
L'altro giorno ho fatto quarant'anni,LucaLucio,AlessandroMuraca,331,2021-09-30,italian,0.0,267.0,0.0
Three Houses,AngelaThirkell,JillyBond,238,2021-08-28,English,0.0,341.0,0.0
Theroux the Keyhole,LouisTheroux,LouisTheroux,501,2021-11-11,English,0.0,323.0,0.0
La novela femenil y sus lectrices,LauraFreixasRevuelta,MaríaJoséChabrera,277,2021-08-26,spanish,0.0,268.0,0.0
Il mestiere di vivere,CesarePavese,TommasoRagno,882,2021-08-27,italian,0.0,190.0,0.0
Belmarsh: Infierno,JeffreyArcher,RamónLanga,464,2021-08-26,spanish,0.0,307.0,0.0
Wayland: Purgatorio,JeffreyArcher,SergioAlbertoBustosdelaTijera,607,2021-08-25,spanish,0.0,268.0,0.0
Lawson,GrantleeKieza,GregStone,965,2021-10-27,English,0.0,1328.0,0.0
Munch,ChiaraRebutto,Librinpillole,97,2021-11-08,italian,0.0,113.0,0.0
Alessandro Manzoni,BorisBertolini,CorradoNiro,62,2021-05-08,italian,0.0,113.0,0.0
Giacomo Leopardi,BorisBertolini,CorradoNiro,66,2021-03-08,italian,0.0,113.0,0.0
Puntos de vista de una mujer,CarmenLaforet,ElviraGarcía,831,2021-08-08,spanish,0.0,844.0,0.0
...mais la vie continue,BernardPivot,Jean-MichelRibes,344,2021-11-08,french,0.0,755.0,0.0
The Skinny,JonathanWells,ArthurMorey,528,2021-08-17,English,0.0,820.0,0.0
Of Solids and Surds,SamuelR.Delany,"StefanRudnicki,GabrielledeCuir",243,2021-09-14,English,0.0,702.0,0.0
Richard Tregaskis,RayE.Boomhower,GroverGardner,893,2021-01-11,English,0.0,937.0,0.0
Look Again,DavidBailey,"JeremyClyde,JoshuaAkehurst,SimonDarwen,",599,2021-10-14,English,0.0,323.0,0.0
Ugo Foscolo,BorisBertolini,CorradoNiro,96,2021-05-08,italian,0.0,113.0,0.0
Giosuè Carducci,BorisBertolini,CorradoNiro,59,2021-05-08,italian,0.0,113.0,0.0
Stanley Kubrick (Italian edition),ChiaraRebutto,GiannaGesualdo,96,2021-03-08,italian,0.0,113.0,0.0
"Por ahora, todo va bien",AndreuMartín,JoelValverde,643,2021-08-24,spanish,0.0,345.0,0.0
Las dos caras de la luna,AshaMiró,GildaPizarro,210,2021-03-09,spanish,0.0,230.0,0.0
Tiburones de la comunicación,EricFrattini,ArturoLopez,640,2021-08-26,spanish,0.0,345.0,0.0
Arena y viento,AlbertoVázquezFigueroa,EnriqueAparicio,335,2020-08-27,spanish,0.0,268.0,0.0
Schriften 1923,CarlvonOssietzky,OrgDubonton,66,2021-04-09,german,0.0,233.0,0.0
Tagebücher 1926,HarryGrafKessler,OrgDubonton,124,2021-07-08,german,0.0,233.0,0.0
"Eine Frau, ein Plan",MayMusk,UtaSimone,337,2020-10-12,german,0.0,602.0,0.0
Giorgio de Chirico,FabioBenzi,AlbertoOnofrietti,496,2021-10-08,italian,0.0,574.0,0.0
Los raros [The Rare],RubénDarío,SergioBustos,504,2021-10-08,spanish,0.0,234.0,0.0
October Child,LindaBoströmKnausgård,JaneWeatherstone,304,2021-05-08,English,0.0,759.0,0.0
Una vez fui tú [Once I Was You],MaríaHinojosa,YareliArizmendi,841,2021-09-23,spanish,0.0,1172.0,0.0
The Reason for the Darkness of the Night,JohnTresch,PaulWoodson,852,2021-06-15,English,0.0,703.0,0.0
The Life of the Author: Maya Angelou,LindaWagner-Martin,AllysonJohnson,518,2021-03-08,English,0.0,586.0,0.0
Creative Memories,"CherylLightle,HeidiL.Everett",AnnaFields,264,2021-03-08,English,0.0,469.0,0.0
Charles Dickens: A BBC Biography,"ArmandoIannucci,MelvynBragg,SamWest,","ArmandoIannucci,MelvynBragg,SamWest,",494,2021-07-10,English,0.0,888.0,0.0
Fire in the Straw,NickLyons,LarryBelling,414,2021-10-08,English,0.0,516.0,0.0
The Last Correspondent,MichaelSmith,MichaelSmith,616,2021-08-16,English,0.0,645.0,0.0
My Year of Living Mindfully,ShannonHarvey,ShannonHarvey,416,2020-08-09,English,0.0,805.0,0.0
Going Solo,RoaldDahl,DanStevens,278,2014-11-09,English,5.0,615.0,10.0
Скрытая перспектива,РобертКапа,КириллРадциг,305,2022-11-03,russian,0.0,132.0,0.0
La casa Gucci,SaraGayForden,HelenaOvalle,1119,2022-11-03,spanish,0.0,1074.0,0.0
Lo rifarei!,CamilaRaznovich,StefaniaNali,164,2022-04-03,italian,0.0,190.0,0.0
Vivo después de la muerte,EliasHarariAskenazi,"AnaMaríaVázquez,PabloRobles",272,2022-03-03,spanish,0.0,268.0,0.0
The Medieval Mind of C.S. Lewis,JasonMBaxter,SimonVance,341,2022-08-03,English,0.0,656.0,0.0
Les dues cares de la lluna,AshaMiró,NuriaSamsó,174,2022-02-28,catalan,0.0,192.0,0.0
О себе. Дневник 1901-1921 [About Myself. Diary 1901-1921],KorneyChukovsky,YaroslavLukashev,1039,2022-02-24,russian,0.0,234.0,0.0
El hijo de Míster Playa [Mr. Playa's Son],MónicaMaristain,LinaFranco,528,2022-02-22,spanish,0.0,668.0,0.0
Vankilapäiväkirja - Taivas - Osa III,"JeffreyArcher,LauraAla-Kokko-translator",PetriHanttu,755,2022-02-17,finnish,0.0,233.0,0.0
Du Miel sous les galettes,RoukiataOuedraogo,FrédériqueBassezKamatari,327,2022-03-03,french,0.0,681.0,0.0
ダイヤモンドマインド,濱守栄子,濱守栄子,141,2022-02-25,japanese,0.0,558.0,0.0
Siegfried Sassoon,JohnStuartRoberts,BobSinfield,936,2022-08-03,English,0.0,759.0,0.0
Surviving Deep Waters,BruceJohnson,BruceJohnson,459,2022-02-22,English,0.0,703.0,0.0
Lettere 1935-1944,CesarePavese,GiulianoBonetto,431,2022-02-17,italian,0.0,190.0,0.0
Nevertheless,CarloGinzburg,GrahamRowat,386,2022-02-15,English,0.0,586.0,0.0
Flower Diary,MollyPeacock,AliciaPayne,619,2022-02-15,English,0.0,773.0,0.0
Monsieur Proust,"CélesteAlbaret,GeorgesBelmont",MarianneDenicourt,217,2022-02-23,french,0.0,906.0,0.0
Meine Schwester,BettinaFlitner,JuliaNachtmann,430,2022-02-16,german,0.0,568.0,0.0
Books That Made Us,CarlReinecke,ClaudiaKarvan,582,2022-02-15,English,0.0,1063.0,0.0
The Fallen Stones,DianaMarcum,StacyGonzalez,425,2022-01-03,English,0.0,844.0,0.0
The Private World of Georgette Heyer,JaneAikenHodge,PhyllidaNash,422,2012-10-12,English,4.0,607.0,1.0
The Dawn Prayer (or How to Survive in a Secret Syrian Terrorist Prison),MatthewSchrier,MichaelDavidAxtell,587,2018-05-04,English,0.0,820.0,0.0
Tolkien and the Great War,JohnGarth,JohnGarth,685,2011-04-28,English,0.0,493.0,0.0
The Heart of a Woman,MayaAngelou,MayaAngelou,181,2005-12-15,English,4.0,577.0,3.0
Maya Angelou,"MarciaAnnGillespie,RosaJohnsonButler,RichardA.Long",DionGraham,202,2008-07-07,English,0.0,632.0,0.0
Walden,HenryDavidThoreau,AdamsMorgan,759,2021-06-01,English,0.0,351.0,0.0
My Childhood,MaximGorky,NicholadBoulton,511,2021-06-21,English,0.0,586.0,0.0
The White Album,JoanDidion,SusanVaron,440,2013-03-21,English,5.0,668.0,1.0
A Letter to My Father,FranzKafka,DeaverBrown,112,2020-03-26,English,0.0,93.0,0.0
The Stephen King Companion,GeorgeBeahm,"FleetCooper,ClaireChristie",1461,2014-12-28,English,0.0,1170.0,0.0
The Life of Samuel Johnson,JamesBoswell,DavidTimson,3062,2017-12-28,English,5.0,1407.0,1.0
The Man Within My Head,PicoIyer,MalcolmHillgartner,409,2013-07-03,English,3.5,668.0,2.0
Chronicles of a Fashion Buyer,MercedesGonzalez,MercedesGonzalez,593,2020-01-13,English,0.0,585.0,0.0
To the River,OliviaLaing,KateReading,509,2019-05-28,English,0.0,820.0,0.0
The Long Goodbye,MeghanO'Rourke,MeghanO'Rourke,413,2011-04-14,English,0.0,879.0,0.0
101 Amazing Facts About J.K. Rowling...and Harry Potter,"HolgerWeßling,ArchieThomas",KentHarris,35,2020-04-15,English,0.0,303.0,0.0
Fire,AnaisNin,HillaryHuber,1129,2019-10-22,English,0.0,703.0,0.0
A Field Guide to Getting Lost,RebeccaSolnit,RebeccaSolnit,291,2014-11-11,English,3.0,501.0,4.0
Possessed by Memory,HaroldBloom,StephenMendel,1005,2019-04-16,English,4.5,1382.0,2.0
Wouldn't Take Nothing for My Journey Now,MayaAngelou,MayaAngelou,84,2005-12-15,English,5.0,501.0,1.0
Arthur Conan Doyle,"JeanPaulVanBendegem,JohanBraeckman,VitalVitalski","JeanPaulVanBendegem,JohanBraeckman,VitalVitalski",342,2021-03-31,dutch,0.0,602.0,0.0
The Most Reluctant Convert,DavidC.Downing,PatrickCullen,320,2009-03-20,English,0.0,630.0,0.0
St. Simons Memoir,EugeniaPrice,NanMcNamara,523,2021-01-08,English,0.0,1172.0,0.0
"Mein Weg oder Fall, aber steh wieder auf 1",BiancaBalzer,BiancaBalzer,68,2021-07-29,german,0.0,233.0,0.0
At Home on St. Simons,EugeniaPrice,NanMcNamara,153,2021-01-08,English,0.0,1172.0,0.0
Il mondo di ieri. Ricordi di un europeo,StefanZweig,DaniloNigrelli,1141,2021-07-29,italian,0.0,305.0,0.0
The Worthy Wardrobe,MorganA.Wider,MorganA.Wider,232,2021-07-30,English,0.0,398.0,0.0
Inside One Author's Heart,EugeniaPrice,NanMcNamara,210,2021-01-08,English,0.0,1172.0,0.0
Diary of a Novel,EugeniaPrice,NanMcNamara,307,2021-01-08,English,0.0,1172.0,0.0
Cross of Snow,NicholasA.Basbanes,RobertFass,921,2021-07-27,English,0.0,703.0,0.0
The Apology,EveEnsler,"EveEnsler,EdoardoBallerini",203,2019-05-14,English,0.0,421.0,0.0
A Tale of Love and Darkness,AmosOz,StefanRudnicki,1432,2016-04-10,English,5.0,1054.0,1.0
The Know-It-All,A.J.Jacobs,GeoffreyCantor,925,2004-10-20,English,5.0,1005.0,1.0
Other Colours,"OrhanPamuk,NazimDikbas-translator",JohnLee,982,2018-06-09,English,0.0,759.0,0.0
Curiosity,AlbertoManguel,JohnMcDonough,947,2015-04-28,English,0.0,1003.0,0.0
Stan Lee,LielLeibovitz,LielLeibovitz,360,2020-04-27,English,0.0,398.0,0.0
The Landscapes of Anne of Green Gables,CatherineReid,XeSands,147,2018-12-18,English,5.0,469.0,1.0
Tolstoy,A.N.Wilson,JohnTelfer,1290,2015-02-07,English,0.0,987.0,0.0
The Confessions,Jean-JacquesRousseau,FrederickDavidson,1800,2012-04-18,English,0.0,1054.0,0.0
The Smoking Diaries,SimonGray,SimonGray,280,2012-12-13,English,0.0,645.0,0.0
You Better Not Cry,AugustenBurroughs,AugustenBurroughs,355,2009-10-27,English,0.0,134.0,0.0
A Life of My Own,ClaireTomalin,DamePenelopeWilton,578,2017-07-09,English,0.0,683.0,0.0
Tokyo Vice,JakeAdelstein,JakeAdelstein,635,2009-10-20,English,5.0,1005.0,3.0
A Frozen Woman,AnnieErnaux,TaviaGilbert,324,2019-11-22,English,0.0,1172.0,0.0
"Love, Kurt","KurtVonnegut,EdithVonnegut-editor","LucasHedges,EdithVonnegut",265,2020-01-12,English,0.0,879.0,0.0
An Especially Good View,PeterL.W.Osnos,PeterL.W.Osnos,856,2021-07-21,English,0.0,538.0,0.0
Grauzonen,ChristianSievers,ChristianSievers,398,2021-07-16,german,0.0,401.0,0.0
Diese ganze Scheiße mit der Zeit,HubertusMeyer-Burckhardt,HubertusMeyer-Burckhardt,301,2021-07-16,german,0.0,568.0,0.0
Raffaello. Il giovane favoloso,CostantinoD'Orazio,GiovanniBussi,276,2021-07-16,italian,0.0,267.0,0.0
The Life of the Author: Shakespeare,AnnaBeer,SusanEricksen,595,2021-07-20,English,0.0,586.0,0.0
The Ocean Is Closed,JonBradshaw,AdamGrupper,669,2021-07-20,English,0.0,657.0,0.0
'n Baie lang brief aan my dogter [A Very Long Letter to My Daughter],MaritavanderVyver,JoanieCombrink,700,2021-07-14,afrikaans,0.0,703.0,0.0
Berlin Diary,WilliamL.Shirer,TomWeiner,959,2011-06-28,English,4.5,1003.0,2.0
The Outsider,FrederickForsyth,RobertPowell,618,2015-10-09,English,4.5,752.0,3.0
A Thomas Love Peacock Miscellany,"RichardGarnett,EdwardStrachey,ThomasLovePeacock","GrahamScott,AlanWeyman,DenisDaly,",86,2022-03-30,English,0.0,286.0,0.0
Lettere 1945-1950,CesarePavese,GiulianoBonetto,616,2022-03-25,italian,0.0,190.0,0.0
Alexandre Dumas - Témoin et passeur d'histoire. Une biographie expliquée,IsabelleSafa,IsabelleSafa,201,2022-03-22,french,0.0,793.0,0.0
Voz ao verbo [Voice to the Verb],AllanDiasCastro,AllanDiasCastro,105,2022-03-17,portuguese,0.0,187.0,0.0
Regálame una sonrisa,DavidMartinGómez,MauricioGarcíaContreras,412,2022-03-21,spanish,0.0,575.0,0.0
The Life and Zen Haiku Poetry of Santoka Taneda,"SumitaOyama,WilliamScottWilson",DavidGeorge,564,2022-03-17,English,0.0,586.0,0.0
Rude Talk in Athens,MarkHaskellSmith,BrandonMassey,324,2022-03-16,English,0.0,516.0,0.0
Fierce Attachments,VivianGornick,VivianGornick,376,2022-03-15,English,0.0,586.0,0.0
A Moment of War,LaurieLee,DavidSibley,263,2022-03-24,English,0.0,615.0,0.0
As I Walked Out One Midsummer Morning,LaurieLee,LaurieLee,448,2022-03-24,English,0.0,888.0,0.0
Village Christmas,LaurieLee,DavidSibley,323,2022-03-24,English,0.0,615.0,0.0
My Dyslexia,PhilipSchultz,WilliamHughes,136,2011-09-11,English,5.0,585.0,3.0
100 quotes by Mark Twain,MarkTwain,PaulSpera,24,2018-07-03,English,5.0,187.0,1.0
The Trip to Echo Spring,OliviaLaing,KateReading,634,2019-04-30,English,0.0,608.0,0.0
Ninaithale Inikkum,SudhaSadasivam,SudhaSadasivam,96,2021-11-01,tamil,0.0,34.0,0.0
Hallelujah! The Welcome Table,MayaAngelou,MayaAngelou,198,2004-09-24,English,0.0,500.0,0.0
Will,WillSelf,WillSelf,690,2019-11-14,English,0.0,645.0,0.0
Martes con mi viejo profesor (Narración en Castellano) [Tuesdays with Morrie],MitchAlbom,ArturoLópez,253,2019-12-24,spanish,0.0,537.0,0.0
The Woman Who Could Not Forget,Ying-YingChang,EmilyZeller,915,2013-09-24,English,5.0,938.0,1.0
The Story of Charlotte's Web,MichaelSims,NickSullivan,446,2011-04-11,English,0.0,515.0,0.0
Burning Man,FrancesWilson,HuwParmenter,1050,2021-05-27,English,0.0,1480.0,0.0
Dunya Gol Hai,IbneInsha,FawadKhan,411,2019-04-22,urdu,5.0,703.0,1.0
FREE: Audible Sessions with Lee Child,RobinMorgan-Bentley,LeeChild,16,2016-12-14,English,4.5,0.0,13.0
The World of Yesterday,"StefanZweig,AntheaBell-translator",DavidHorovitch,1070,2017-10-05,English,4.5,1226.0,2.0
Places of Mind,TimothyBrennan,GordonGriffin,947,2021-04-29,English,0.0,949.0,0.0
Briefe aus dem Orient 1,GustaveFlaubert,FriedrichFrieden,178,2020-11-19,german,0.0,367.0,0.0
Mad at the World,WilliamSouder,DavidColacci,942,2020-10-11,English,0.0,703.0,0.0
Men We Reaped,JesmynWard,JanuaryLaVoy,439,2021-01-01,English,0.0,759.0,0.0
My Brilliant Friends,NancyK.Miller,CassandraCampbell,370,2019-11-19,English,0.0,668.0,0.0
Oscar Wilde,AndreGide,BobSouer,88,2013-02-13,English,0.0,233.0,0.0
Sri Aurobindo: La lucha por la India y los ideales [Sri Aurobindo: The Struggle for India and Ideals],OnlineStudioProductions,uncredited,42,2016-05-25,spanish,0.0,211.0,0.0
Dreadful,DavidMargolick,JohnGregorySt.John,627,2013-08-10,English,0.0,836.0,0.0
This House of Sky,IvanDoig,IvanDoig,181,2000-11-21,English,0.0,445.0,0.0
Sylvia Plath,LindaWagner-Martin,XeSands,517,2020-08-25,English,0.0,586.0,0.0
Karl Lagerfeld,AlfonsKaiser,HansJürgenStockerl,768,2021-07-07,german,0.0,837.0,0.0
Ma véritable identité [My True Identity],JocelyneCazin,JocelyneCazin,335,2021-06-17,french,0.0,649.0,0.0
The Year of the End,AnneTheroux,AnneTheroux,388,2021-08-07,English,0.0,569.0,0.0
The Mirror of the Sea,JosephConrad,StefanRudnicki,393,2021-06-07,English,0.0,820.0,0.0
El Laberinto de Los Cincuenta (Narración en Castellano) [The Labyrinth of the Fifty],FernandoIwasaki,PaulaIwasaki,175,2021-07-07,spanish,0.0,384.0,0.0
Dante,AlessandroBarbero,AlessandroBenvenuti,569,2021-06-17,italian,0.0,382.0,0.0
Et år med magisk tænkning,JoanDidion,ChristinelaCour,367,2021-06-15,danish,0.0,267.0,0.0
Letsindighedens gave,AgnesHenningsen,NanRostock,426,2021-06-15,danish,0.0,267.0,0.0
Un corazón adicto,GuillermoSheridan,SergioMejía,904,2021-02-07,spanish,0.0,844.0,0.0
Ich wollte immer nur tanzen,ChristianeKönig,HenrikeTönnes,166,2021-06-25,german,0.0,434.0,0.0
Pablo Picasso (1881-1973) Basiswissen,BertAlexanderPetzold,CoraHillekamp,83,2021-06-23,german,0.0,434.0,0.0
Zeitreise,StefanAust,StefanAust,1099,2021-06-16,german,0.0,635.0,0.0
Searching for Charlotte,"KatForsyth,BelindaMurrell","TarynRyan,MelleStewart",571,2021-01-07,English,0.0,733.0,0.0
Tiff,SherrillGrace,MaryWall,1472,2021-06-22,English,0.0,817.0,0.0
A Worse Place than Hell,JohnMatteson,DavidColacci,1260,2021-06-07,English,0.0,820.0,0.0
A Writer Prepares,LawrenceBlock,PeterBerkrot,514,2021-06-24,English,0.0,586.0,0.0
This Team Is Ruining My Life (But I Love Them),"Steve""Dangle""Glynn","Steve""Dangle""Glynn",622,2019-09-04,English,0.0,656.0,0.0
C. S. Lewis,JamesComo,RogerClark,266,2019-02-26,English,0.0,469.0,0.0
Hemingway: The Paris Years,MichaelReynolds,AllenO'Reilly,809,2013-09-24,English,0.0,836.0,0.0
Chapters from My Autobiography,MarkTwain,BronsonPinchot,662,2010-10-19,English,0.0,702.0,0.0
Speaking Volumes,RamonaKoval,JoanWalker,940,2014-09-12,English,0.0,805.0,0.0
Lettere dal carcere 1926 - 1927,AntonioGramsci,FabioBezzi,132,2015-09-04,italian,0.0,344.0,0.0
Don't Be Afraid of the Bullets,LauraKasinof,LaurenceBouvard,700,2014-10-28,English,3.0,836.0,1.0
The World Is Bigger Now,"EunaLee,LisaDickey",JanetSong,447,2010-09-28,English,0.0,1005.0,0.0
Air Traffic,GregoryPardlo,GregoryPardlo,428,2018-10-04,English,0.0,879.0,0.0
The Sermons & Meditations Of John Donne,JohnDonne,HerbertMarshall,33,2008-10-31,English,0.0,266.0,0.0
John Bunyan,KevinBelmonte,RobertsonDean,244,2018-03-20,English,0.0,585.0,0.0
Chasing Rubi,"MartyWall,IsabellaWall,RobertBruceWoodcox",TomWeiner,356,2007-03-12,English,0.0,702.0,0.0
Hemingway's France,WinstonConrad,TomParker,137,2004-12-30,English,4.0,468.0,1.0
The Life of Samuel Johnson,JamesBoswell,JimKillavey,1968,2008-12-28,English,0.0,820.0,0.0
"The Dab of Dickens, The Touch of Twain, and The Shade of Shakespeare",ElliotEngelPhD,"ElliotEngel,DavidBirney,ScottBrick,",391,2012-11-01,English,0.0,702.0,0.0
